bracket,round,config,resource,score,time
3,0,"{'hidden_layer_sizes': (96, 169), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(1.3919133469446358e-05), 'learning_rate_init': np.float64(0.005758689743354784), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7909159887827184,0.9034397602081299
3,0,"{'hidden_layer_sizes': (59,), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.02402046145230987), 'learning_rate_init': np.float64(0.0004663994068976373), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7596356782420101,0.39972591400146484
3,0,"{'hidden_layer_sizes': (74,), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.030356937622703337), 'learning_rate_init': np.float64(0.001270077278814534), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7688800588583931,0.4421408176422119
3,0,"{'hidden_layer_sizes': (295,), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(7.044840585353909e-05), 'learning_rate_init': np.float64(0.0001037896728970548), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7491607695814194,0.7959401607513428
3,0,"{'hidden_layer_sizes': (286, 83, 90), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.08389141549244121), 'learning_rate_init': np.float64(0.00043960533452488536), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7653729300332257,1.425624132156372
3,0,"{'hidden_layer_sizes': (66, 71, 261), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.0010673278006612602), 'learning_rate_init': np.float64(0.003049407339024736), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.775346855654777,0.8906149864196777
3,0,"{'hidden_layer_sizes': (223, 118, 152), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.00024770954600423736), 'learning_rate_init': np.float64(0.006864804629907498), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7967427440190287,2.2137770652770996
3,0,"{'hidden_layer_sizes': (172, 204), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(4.7304308053897366e-05), 'learning_rate_init': np.float64(0.009918101606149586), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7730073621980549,1.843337059020996
3,0,"{'hidden_layer_sizes': (288, 219, 93), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.05902480656876959), 'learning_rate_init': np.float64(0.0013550983995440863), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7923275743262,1.446662187576294
3,0,"{'hidden_layer_sizes': (297, 55), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(2.7317619758068842e-05), 'learning_rate_init': np.float64(0.00015829450400213886), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7587397226111329,0.6321020126342773
3,0,"{'hidden_layer_sizes': (93, 232), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.011555639522191628), 'learning_rate_init': np.float64(0.0009092119819412995), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7880617571808722,0.7516050338745117
3,0,"{'hidden_layer_sizes': (241,), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.0002118254130131591), 'learning_rate_init': np.float64(0.00404669967056036), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.787020984702883,0.4453849792480469
3,0,"{'hidden_layer_sizes': (163, 233), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.0461983369841942), 'learning_rate_init': np.float64(0.004656507070776653), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7781424347733884,0.9434309005737305
3,0,"{'hidden_layer_sizes': (152,), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.00011138178366740202), 'learning_rate_init': np.float64(0.004539950863145271), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7791432796167609,0.36321592330932617
3,0,"{'hidden_layer_sizes': (266, 122, 82), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(3.492679756948854e-05), 'learning_rate_init': np.float64(0.007069046677514627), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7926076161294257,1.579322099685669
3,0,"{'hidden_layer_sizes': (168, 95, 295), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.00018009961840628093), 'learning_rate_init': np.float64(0.0007090422887347344), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7861688574675884,0.9329221248626709
3,0,"{'hidden_layer_sizes': (95,), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.010544481988866903), 'learning_rate_init': np.float64(0.00033783167293823137), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7555365071290167,0.49002504348754883
3,0,"{'hidden_layer_sizes': (50,), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(9.621064250493694e-05), 'learning_rate_init': np.float64(0.0023080607137223965), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7619572220109148,0.23208403587341309
3,0,"{'hidden_layer_sizes': (74,), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.02821040208875037), 'learning_rate_init': np.float64(0.00023793661423276812), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",3,0.7476834858776765,0.44158482551574707
3,1,"{'hidden_layer_sizes': (168, 95, 295), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.00018009961840628093), 'learning_rate_init': np.float64(0.0007090422887347344), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8085871263796967,2.53462290763855
3,1,"{'hidden_layer_sizes': (181, 93, 293), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.001447369512821042), 'learning_rate_init': np.float64(0.0024665410460706656), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8316059858748549,3.2772719860076904
3,1,"{'hidden_layer_sizes': (241,), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.0002118254130131591), 'learning_rate_init': np.float64(0.00404669967056036), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8010655685335971,1.0622358322143555
3,1,"{'hidden_layer_sizes': (93, 232), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.011555639522191628), 'learning_rate_init': np.float64(0.0009092119819412995), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.808515849056857,2.016807794570923
3,1,"{'hidden_layer_sizes': (121, 181, 111), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(3.944756889652665e-05), 'learning_rate_init': np.float64(0.0002578517476132727), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8124149962777389,6.21492600440979
3,1,"{'hidden_layer_sizes': (79, 85), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.002576253503299278), 'learning_rate_init': np.float64(0.0018453959330666854), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8124873914003722,1.283484935760498
3,1,"{'hidden_layer_sizes': (96, 169), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(1.3919133469446358e-05), 'learning_rate_init': np.float64(0.005758689743354784), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8281589722193982,2.4562008380889893
3,1,"{'hidden_layer_sizes': (288, 219, 93), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.05902480656876959), 'learning_rate_init': np.float64(0.0013550983995440863), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8268900538747661,3.9597132205963135
3,1,"{'hidden_layer_sizes': (266, 122, 82), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(3.492679756948854e-05), 'learning_rate_init': np.float64(0.007069046677514627), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8123545810261131,4.313302993774414
3,1,"{'hidden_layer_sizes': (223, 118, 152), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.00024770954600423736), 'learning_rate_init': np.float64(0.006864804629907498), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8192180712937374,6.4569079875946045
3,1,"{'hidden_layer_sizes': (167, 131), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(4.3113039651173694e-05), 'learning_rate_init': np.float64(0.004577465297252729), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8240330756868172,1.4646148681640625
3,2,"{'hidden_layer_sizes': (288, 219, 93), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.05902480656876959), 'learning_rate_init': np.float64(0.0013550983995440863), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",27,0.8539386732975481,11.533045053482056
3,2,"{'hidden_layer_sizes': (96, 169), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(1.3919133469446358e-05), 'learning_rate_init': np.float64(0.005758689743354784), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",27,0.8581081824957946,7.320323705673218
3,2,"{'hidden_layer_sizes': (181, 93, 293), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.001447369512821042), 'learning_rate_init': np.float64(0.0024665410460706656), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",27,0.8631437704465711,9.31504774093628
3,3,"{'hidden_layer_sizes': (181, 93, 293), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.001447369512821042), 'learning_rate_init': np.float64(0.0024665410460706656), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",81,0.8674258348143505,14.237337827682495
2,0,"{'hidden_layer_sizes': (62, 157), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(4.7765939882320736e-05), 'learning_rate_init': np.float64(0.006665132919547655), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8205993126621824,1.9127769470214844
2,0,"{'hidden_layer_sizes': (132, 154), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(2.672972525081338e-05), 'learning_rate_init': np.float64(0.004306595951522174), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.828351114278392,2.650635004043579
2,0,"{'hidden_layer_sizes': (218, 53, 69), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.006572787829440741), 'learning_rate_init': np.float64(0.0009348491378939163), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8138478308748157,2.1467719078063965
2,0,"{'hidden_layer_sizes': (113, 137, 94), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(2.9338729788145106e-05), 'learning_rate_init': np.float64(0.009102014487355885), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8185314229583862,3.0990357398986816
2,0,"{'hidden_layer_sizes': (192, 92), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.009046835431087665), 'learning_rate_init': np.float64(0.00021852577940329542), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8003789388891803,4.1448750495910645
2,0,"{'hidden_layer_sizes': (103,), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.011282936756401463), 'learning_rate_init': np.float64(0.002275358773081778), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.7956477845356397,0.8458638191223145
2,0,"{'hidden_layer_sizes': (200,), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(7.01552394975465e-05), 'learning_rate_init': np.float64(0.004932786562900015), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.7976644029937585,0.9193470478057861
2,0,"{'hidden_layer_sizes': (68, 259, 140), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.009726220474013366), 'learning_rate_init': np.float64(0.0025558032165564756), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8335599229484977,2.8075709342956543
2,0,"{'hidden_layer_sizes': (241,), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(2.796266247268747e-05), 'learning_rate_init': np.float64(0.007713964332952209), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8042112326421416,1.0685193538665771
2,0,"{'hidden_layer_sizes': (209,), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.0071226954381725435), 'learning_rate_init': np.float64(0.009550471257076741), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.7958665548321658,2.596977949142456
2,0,"{'hidden_layer_sizes': (161,), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(8.629457882795678e-05), 'learning_rate_init': np.float64(0.00019742630418828166), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.7608775160471483,1.509606122970581
2,0,"{'hidden_layer_sizes': (117, 285, 149), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.0008308275144718853), 'learning_rate_init': np.float64(0.0002383149048602218), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.7996820710585872,8.256956338882446
2,0,"{'hidden_layer_sizes': (90,), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.006576980383163255), 'learning_rate_init': np.float64(0.008238990931924189), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8105596916177481,1.878856897354126
2,0,"{'hidden_layer_sizes': (83, 104, 129), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.005192998419291994), 'learning_rate_init': np.float64(0.006395508025322761), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.8263214276233066,1.9895401000976562
2,0,"{'hidden_layer_sizes': (209, 238), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.09454907071796778), 'learning_rate_init': np.float64(0.00385528966303769), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",9,0.7933051668728958,2.8061089515686035
2,1,"{'hidden_layer_sizes': (113, 137, 94), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(2.9338729788145106e-05), 'learning_rate_init': np.float64(0.009102014487355885), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",27,0.8417644270804686,9.03909420967102
2,1,"{'hidden_layer_sizes': (62, 157), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(4.7765939882320736e-05), 'learning_rate_init': np.float64(0.006665132919547655), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",27,0.8455970879495626,5.4313600063323975
2,1,"{'hidden_layer_sizes': (83, 104, 129), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.005192998419291994), 'learning_rate_init': np.float64(0.006395508025322761), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",27,0.8530569925181055,5.71734094619751
2,1,"{'hidden_layer_sizes': (132, 154), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(2.672972525081338e-05), 'learning_rate_init': np.float64(0.004306595951522174), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",27,0.8566628254030305,7.547460079193115
2,1,"{'hidden_layer_sizes': (68, 259, 140), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.009726220474013366), 'learning_rate_init': np.float64(0.0025558032165564756), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",27,0.8616730444897026,8.480439901351929
2,2,"{'hidden_layer_sizes': (68, 259, 140), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.009726220474013366), 'learning_rate_init': np.float64(0.0025558032165564756), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",81,0.8642684307977792,12.263978004455566
1,0,"{'hidden_layer_sizes': (110,), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.012259951198831562), 'learning_rate_init': np.float64(0.00564388500617998), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",27,0.8151257751712065,2.38139009475708
1,0,"{'hidden_layer_sizes': (75, 109), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(1.881833497335378e-05), 'learning_rate_init': np.float64(0.0002536091165259908), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",27,0.8011651833512822,3.7113819122314453
1,0,"{'hidden_layer_sizes': (250, 169, 210), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.00043243558880322216), 'learning_rate_init': np.float64(0.002070096712305159), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",27,0.8655425777496811,11.142756938934326
1,0,"{'hidden_layer_sizes': (148, 188), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.003331479642570361), 'learning_rate_init': np.float64(0.004298940243413576), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",27,0.8438408529975634,13.908250093460083
1,0,"{'hidden_layer_sizes': (202, 115), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.002877713331590125), 'learning_rate_init': np.float64(0.007841454588294461), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",27,0.8130838226549478,13.940476894378662
1,0,"{'hidden_layer_sizes': (88,), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.0007676279256987061), 'learning_rate_init': np.float64(0.0004871898566889092), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",27,0.7927252656186549,2.3355889320373535
1,0,"{'hidden_layer_sizes': (199,), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.004664608727208343), 'learning_rate_init': np.float64(0.0023806466269114045), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",27,0.8154100408062831,7.254570722579956
1,0,"{'hidden_layer_sizes': (99, 224, 173), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.004948554840024344), 'learning_rate_init': np.float64(0.0017016888134242369), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",27,0.8517308013875858,7.298242807388306
1,1,"{'hidden_layer_sizes': (99, 224, 173), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.004948554840024344), 'learning_rate_init': np.float64(0.0017016888134242369), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",81,0.8651754903181436,12.796913862228394
1,1,"{'hidden_layer_sizes': (250, 169, 210), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.00043243558880322216), 'learning_rate_init': np.float64(0.002070096712305159), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",81,0.8726578844838918,20.54487895965576
0,0,"{'hidden_layer_sizes': (167,), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.0005529619911984693), 'learning_rate_init': np.float64(0.00020666688487956222), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",81,0.8081892984197218,13.214117288589478
0,0,"{'hidden_layer_sizes': (70, 85, 50), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.005415213158354054), 'learning_rate_init': np.float64(0.000127167364773701), 'batch_size': 256, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",81,0.8157309123630299,9.579061031341553
0,0,"{'hidden_layer_sizes': (177,), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.0034128514429148673), 'learning_rate_init': np.float64(0.0001672123593886943), 'batch_size': 64, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",81,0.7886117370372455,10.947534084320068
0,0,"{'hidden_layer_sizes': (110, 220), 'activation': np.str_('tanh'), 'solver': 'adam', 'alpha': np.float64(0.00922729392621565), 'learning_rate_init': np.float64(0.005947214123065136), 'batch_size': 32, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",81,0.8296588352057013,19.65843105316162
0,0,"{'hidden_layer_sizes': (291, 208, 212), 'activation': np.str_('relu'), 'solver': 'adam', 'alpha': np.float64(0.02115290675200629), 'learning_rate_init': np.float64(0.0037390430732296763), 'batch_size': 128, 'early_stopping': True, 'validation_fraction': 0.1, 'n_iter_no_change': 10}",81,0.8549369699392703,18.90950608253479
